statename,rank,countryid,val2013,val2014,val2015,val2016
Alabama,0,World,19301.32,19450.4,19328.18,20422.13
Alabama,0,Top 25,17096.46,17318.52,17535.82,18537.02
Alabama,1,Canada,4304.87,4257.49,4072.1,4134.51
Alabama,2,China,2468.19,3126.07,3114.45,3273.45
Alabama,3,Germany,2232.92,2161.99,2478.4,3193.72
Alabama,4,Mexico,2226.47,2345.67,2887.13,2632.9
Alabama,5,United Kingdom,691.53,600.45,609.74,558.21
Alabama,6,Japan,685.69,593.05,519.44,525.68
Alabama,7,"Korea, South",552.11,599.66,464.04,508.35
Alabama,8,United Arab Emirates,184.06,225.53,283.43,468.07
Alabama,9,France,426.86,456.67,447.79,421.93
Alabama,10,Australia,301.18,288.4,266.87,297.87
Alabama,11,India,241.35,225.66,202.45,276.41
Alabama,12,Belgium,224.67,233.64,197.35,246.2
Alabama,13,Brazil,631.04,474.69,333.63,238.57
Alabama,14,Taiwan,125.45,110.14,86.68,198.88
Alabama,15,Saudi Arabia,181.34,128.81,193.89,174.84
Alabama,16,South Africa,183.63,212.41,178.91,174.39
Alabama,17,Colombia,204.14,215.32,187.19,174.13
Alabama,18,Netherlands,142.63,107.6,211.65,173.9
Alabama,19,Dominican Republic,135.54,103.48,127.71,153.06
Alabama,20,Singapore,217.75,142.7,142.78,139.21
Alabama,21,Hong Kong,168.51,183.07,136.05,125.37
Alabama,22,Italy,173.7,148.69,131.1,116.94
Alabama,23,Thailand,136.94,145.41,106.69,113.13
Alabama,24,Honduras,210.65,198.33,129.11,112.75
Alabama,25,Kuwait,45.25,33.59,27.22,104.59
Alaska,0,World,4527.82,5111.16,4619.7,4347.5
Alaska,0,Top 25,4439.96,4932.8,4549.73,4298.68
Alaska,1,China,1236.23,1467.37,1203.2,1181.35
Alaska,2,Japan,688.03,1014.54,964.12,815.69
Alaska,3,"Korea, South",705.25,672.74,733.19,731.63
Alaska,4,Canada,604.3,517.13,419.21,484.81
Alaska,5,Germany,289.08,322.85,279.24,256.92
Alaska,6,Spain,141.43,182.49,150.36,151.74
Alaska,7,Netherlands,111.85,104.26,119.05,134.56
Alaska,8,Malaysia,2.48,2.18,105.95,84.67
Alaska,9,Australia,62.05,111.16,85.8,73.55
Alaska,10,France,49.64,50.84,46.31,54.9
Alaska,11,Finland,42.57,64.64,56.8,44.59
Alaska,12,Belgium,64.86,63.44,49.36,37.35
Alaska,13,Mexico,7.38,9.75,7.7,35.88
Alaska,14,Italy,8.37,69.01,56.65,30.99
Alaska,15,Taiwan,16.43,15.31,104.46,29.34
Alaska,16,Thailand,41.13,41.46,48.79,26.71
Alaska,17,United Kingdom,27.96,40.34,40.68,25.65
Alaska,18,Nicaragua,0.05,0.35,0,20.5
Alaska,19,Lithuania,32.83,15.34,14.15,13.66
Alaska,20,Vietnam,1.5,6.43,5.94,12.75
Alaska,21,Hong Kong,23.91,17.99,11.29,12.7
Alaska,22,Ukraine,39.04,19.48,4.13,11.17
Alaska,23,Denmark,17.32,14.04,13.68,10.38
Alaska,24,Singapore,217.05,100.01,21.3,8.67
Alaska,25,Indonesia,9.22,9.65,8.38,8.51
Arizona,0,World,19478.29,21247.28,22655.35,22016.24
Arizona,0,Top 25,17990.21,19736.03,21213.9,20761.46
Arizona,1,Mexico,7070.8,8623.78,9161.95,8283.85
Arizona,2,Canada,2273.88,2254.04,2303.25,2138.75
Arizona,3,"Korea, South",227.46,308.44,364.44,1305.79
Arizona,4,China,1079.92,1019.4,1263.4,1210.43
Arizona,5,United Kingdom,875.01,1101.06,1066.38,857.75
Arizona,6,Germany,739.33,753.09,829.95,726.49
Arizona,7,Japan,856.04,663.04,545.16,635.77
Arizona,8,Singapore,432.5,487.71,406.19,525.66
Arizona,9,Thailand,464.3,511.09,602.1,493.75
Arizona,10,France,459.09,462.22,464,471.3
Arizona,11,Brazil,362.82,352.19,435.31,440.05
Arizona,12,Netherlands,368.31,330.22,423.7,419.18
Arizona,13,Malaysia,400.36,349.72,388.86,407.46
Arizona,14,Taiwan,392.08,482.45,430.59,396.22
Arizona,15,Hong Kong,567.38,350.42,420.42,386.78
Arizona,16,United Arab Emirates,216.57,135.78,203.13,284
Arizona,17,Saudi Arabia,113.09,246.04,249.03,264.1
Arizona,18,Ireland,105.04,204.85,255.63,243.96
Arizona,19,Australia,225.66,247.87,225.08,240.97
Arizona,20,Belgium,76.86,117.9,166.18,224.41
Arizona,21,Switzerland,210.92,223.52,234.05,221.38
Arizona,22,Israel,156.45,236.6,252.75,220.69
Arizona,23,Italy,175.9,159.3,345.41,156.84
Arizona,24,India,103.26,73.13,102.72,114.37
Arizona,25,Spain,37.17,42.19,74.23,91.53
Arkansas,0,World,7160.84,6866.25,5869.47,5707.47
Arkansas,0,Top 25,6087.83,5513.59,5011.84,5016.4
Arkansas,1,Canada,1570.83,1423.37,1205.91,1163.51
Arkansas,2,France,604.91,439.18,464.94,783.24
Arkansas,3,Mexico,877.69,754.24,843.82,684.75
Arkansas,4,Japan,193.64,330.21,531.52,280.68
Arkansas,5,China,683.49,436.88,202.61,274.65
Arkansas,6,Singapore,133.38,191.24,250.34,184.01
Arkansas,7,"Korea, South",162.82,175.95,154.21,145.93
Arkansas,8,Australia,161.47,90.47,89.28,144.77
Arkansas,9,United Kingdom,152.45,170.64,169.63,142.82
Arkansas,10,United Arab Emirates,45.1,40.75,71.97,141.83
Arkansas,11,Belgium,173.52,158.48,133.74,125.98
Arkansas,12,Hong Kong,273.72,117.21,100.38,112.57
Arkansas,13,Netherlands,49.01,63.37,118.7,99.17
Arkansas,14,Germany,202.28,170.67,102.63,77.28
Arkansas,15,Guatemala,60.24,68.15,67.65,71.65
Arkansas,16,Switzerland,51.54,44.75,6.05,71.15
Arkansas,17,Taiwan,78,73.58,77.93,70.18
Arkansas,18,Colombia,57.42,73.74,71.44,62.59
Arkansas,19,Italy,39.77,35.74,44.63,60.24
Arkansas,20,Brazil,205.04,241.24,132.82,59.96
Arkansas,21,Saudi Arabia,78.2,58.58,60.24,56.04
Arkansas,22,Denmark,17.97,81.98,15.43,54.4
Arkansas,23,Haiti,44.22,41.62,44.5,50.79
Arkansas,24,El Salvador,62.35,55.89,51.39,50.49
Arkansas,25,British Virgin Islands,108.78,175.64,0.05,47.73
California,0,World,168191.55,173868.59,165379.58,163512.85
California,0,Top 25,147928.18,151359.43,146635.66,145057.22
California,1,Mexico,23911.01,25450.08,26787.77,25266.1
California,2,Canada,18884.8,18334.79,17262.18,16237.08
California,3,China,16295.19,16068.57,14384.75,14340.83
California,4,Japan,12739.04,12209.6,11743,11765.7
California,5,Hong Kong,7791.65,8533.14,8761.15,9661.97
California,6,"Korea, South",8368.05,8600.54,8683.49,8213.56
California,7,Taiwan,7521.48,7461.78,7727.42,6984.64
California,8,Netherlands,4805.82,5352.93,5634.24,5459.97
California,9,United Kingdom,4600.87,4985.74,5149.62,5432.87
California,10,Germany,5590.58,5428.98,5344.66,5352.38
California,11,India,5263.88,5270.54,4568.4,5129.29
California,12,Singapore,4162.2,4443.92,3925.9,3889.2
California,13,Australia,3672.71,3795.03,3435.92,3371.22
California,14,France,2640.51,2726.25,2685.85,2985.23
California,15,Belgium,3244.45,3474.75,2940.8,2955.65
California,16,Vietnam,1108.05,1206.41,1247.21,2571.04
California,17,Israel,2321.53,2320.12,1790.48,2033.94
California,18,Switzerland,1953.99,2515.02,2008.04,2031.31
California,19,Italy,1991.52,2101.08,2011.67,1993.69
California,20,Malaysia,2361.81,2278.74,1823.99,1830.67
California,21,Brazil,2108.45,1952.95,1547.67,1641.42
California,22,United Arab Emirates,1651.48,1911.32,2425.02,1522.34
California,23,Spain,1430.76,1558.89,1675.29,1516.96
California,24,Thailand,1806.12,1803.32,1693.26,1492.39
California,25,Philippines,1702.21,1574.97,1377.88,1377.76
Colorado,0,World,8545.01,8363.71,7950.33,7580.28
Colorado,0,Top 25,7625.95,7462.97,7123.37,6803.17
Colorado,1,Canada,2062.87,1645.24,1408.4,1356.84
Colorado,2,Mexico,917.25,1069.06,1077.44,1069.41
Colorado,3,China,658.64,653.4,659.23,589.46
Colorado,4,Japan,440.96,508.94,466.7,444.11
Colorado,5,"Korea, South",340.5,334.93,332.83,400
Colorado,6,Malaysia,274.3,337.07,356.02,366.65
Colorado,7,Germany,239.9,253.63,261.65,326.31
Colorado,8,Switzerland,328.96,234.46,249.98,230.35
Colorado,9,Netherlands,304.48,341.14,290.08,228.37
Colorado,10,United Kingdom,211.07,222.3,261.42,219.85
Colorado,11,Hong Kong,250.3,258.63,237.98,207.05
Colorado,12,Taiwan,182.93,191.76,205.85,205.46
Colorado,13,Australia,181.15,167.35,155.2,142.83
Colorado,14,Philippines,195.73,200.04,162.26,142.56
Colorado,15,France,150.82,145.76,133.29,139.4
Colorado,16,Belgium,171.1,207.94,161.82,125.76
Colorado,17,Brazil,185.13,167.4,98.35,102.55
Colorado,18,India,111.68,88.65,92.58,82.07
Colorado,19,Singapore,88.09,83.86,71.02,80.27
Colorado,20,Italy,62.4,64.36,83.21,70.35
Colorado,21,Thailand,70.81,63.47,62.76,67.88
Colorado,22,United Arab Emirates,74.36,99.18,134.85,58.88
Colorado,23,Ireland,40.4,27.03,66.63,52.3
Colorado,24,Indonesia,33.74,33.83,35.45,50.29
Colorado,25,Chile,48.37,63.55,58.37,44.17
Connecticut,0,World,16426.68,15962.84,15242.37,14394.22
Connecticut,0,Top 25,14388.89,14017.11,13676.18,13149.8
Connecticut,1,France,2425.34,2213.27,1942.95,1953.29
Connecticut,2,Germany,1397.19,1715.63,1654.33,1641.65
Connecticut,3,Canada,1909.68,1939.35,1623.05,1636.08
Connecticut,4,United Arab Emirates,1212.08,1141.96,1592.08,1241.81
Connecticut,5,Mexico,1213.26,1280.71,1319.11,1060.49
Connecticut,6,United Kingdom,693.8,721.38,885.38,893.21
Connecticut,7,China,912.51,907.26,1028.88,798.36
Connecticut,8,Japan,527.59,540.84,526.53,526.14
Connecticut,9,Netherlands,486.66,490.24,476.59,499.06
Connecticut,10,"Korea, South",569.26,659.88,457.53,364.66
Connecticut,11,Singapore,538.37,335.85,278.49,333.72
Connecticut,12,Belgium,238.02,226.45,259.92,241.81
Connecticut,13,Hong Kong,181.31,202.48,188.87,231.25
Connecticut,14,Qatar,243.57,200.45,103.56,217.79
Connecticut,15,Brazil,318.08,308.87,244.62,213.86
Connecticut,16,Switzerland,170.31,175.65,161.19,204.22
Connecticut,17,Israel,115.31,102.58,118.73,148.64
Connecticut,18,Taiwan,128.32,122.71,115.12,138.09
Connecticut,19,Spain,79.08,52.62,86.91,131.72
Connecticut,20,Dominican Republic,129.35,122.84,138.27,124.09
Connecticut,21,Malaysia,311.5,139.78,113.14,116.57
Connecticut,22,Australia,160.96,104.89,104.43,113.98
Connecticut,23,Italy,146.03,141.86,111.24,111.5
Connecticut,24,Turkey,228.52,122.19,103.93,103.9
Connecticut,25,Thailand,52.77,47.36,41.34,103.9
Delaware,0,World,5327.27,5267.42,5407.85,4532.42
Delaware,0,Top 25,4683.89,4570.9,4866.24,4076.48
Delaware,1,United Kingdom,494.52,488.25,882.35,549.3
Delaware,2,Canada,748.16,627.78,579.48,544.2
Delaware,3,United Arab Emirates,241.28,291.81,387.23,381.68
Delaware,4,Saudi Arabia,254.49,184.68,704.67,373.96
Delaware,5,China,449.41,456.01,387.46,340.82
Delaware,6,Germany,241.63,390.62,262.87,310.96
Delaware,7,Japan,225.93,177.44,190.64,163.67
Delaware,8,Kuwait,52.09,48.86,160.43,155.69
Delaware,9,Mexico,126.79,107.01,153.15,143.06
Delaware,10,Belgium,908.28,869.38,131.76,140.12
Delaware,11,Singapore,105.47,143.01,112.05,112.49
Delaware,12,Australia,19.28,13.45,12.39,104.74
Delaware,13,Taiwan,95.17,111.64,95.59,97.61
Delaware,14,Hong Kong,56.58,112.62,152.75,77.83
Delaware,15,Argentina,13,8.71,7.66,65.47
Delaware,16,Brazil,95.43,88.27,83.25,63.56
Delaware,17,Netherlands,284.35,184.19,229.94,62.67
Delaware,18,"Korea, South",115.12,100.98,61.26,59.19
Delaware,19,Thailand,16.67,12.08,47.71,57.16
Delaware,20,Costa Rica,56.15,70.09,62.67,55.15
Delaware,21,Qatar,17.01,15.9,40.57,51.2
Delaware,22,Oman,12.81,17.93,43.93,49.78
Delaware,23,Bahamas,1,0.6,1.37,42.78
Delaware,24,India,42.42,48.26,38.46,39.81
Delaware,25,Sweden,10.85,1.36,36.6,33.58
District of Colombia,0,World,2707.7,940.23,1088.08,1330.67
District of Colombia,0,Top 25,2569.39,804.12,1014.11,1294.88
District of Colombia,1,United Arab Emirates,2246.85,449.66,686.39,711.2
District of Colombia,2,Switzerland,33.06,24.12,9.72,116.96
District of Colombia,3,Kuwait,3.13,4.67,25.24,109.59
District of Colombia,4,Morocco,113.54,36.88,47.35,79.32
District of Colombia,5,Norway,0.05,1.32,25.82,55.21
District of Colombia,6,Brazil,13.35,36.6,25.71,47.76
District of Colombia,7,Oman,26.73,70.66,72.35,30.15
District of Colombia,8,Bahrain,5.98,10.32,41.19,28.97
District of Colombia,9,Russia,1.77,0.28,0.16,20.18
District of Colombia,10,United Kingdom,12.57,23.45,13.96,18.21
District of Colombia,11,Egypt,0.39,0.24,0.16,10.79
District of Colombia,12,Malaysia,0.55,0.89,0.14,9.3
District of Colombia,13,Canada,12.8,6.79,10.5,9.05
District of Colombia,14,France,2.76,10.72,2.08,6.18
District of Colombia,15,Mexico,1.59,4.81,5.24,5.28
District of Colombia,16,Chile,4.93,12.81,13.18,5.24
District of Colombia,17,Argentina,7.19,10.01,18.47,5.06
District of Colombia,18,Thailand,0.16,0.08,0.07,4.6
District of Colombia,19,Greece,0.4,0.76,0.95,4.52
District of Colombia,20,Turkey,11.8,1.82,0.91,3.63
District of Colombia,21,Germany,17.64,6.06,5.09,3.51
District of Colombia,22,Nepal,0.27,5.82,0.12,2.78
District of Colombia,23,Paraguay,0.17,5.81,0.74,2.61
District of Colombia,24,Saudi Arabia,1.33,1.44,0.8,2.49
District of Colombia,25,Denmark,50.36,78.11,7.77,2.28
Florida,0,World,60482.24,58438.83,53899.59,52049.37
Florida,0,Top 25,45621.9,42862.43,38694.31,38491.05
Florida,1,Brazil,5330.7,5088.01,3696.79,3602.67
Florida,2,Canada,4547.14,3966.3,3904.61,3501.54
Florida,3,Mexico,2190.72,2225.09,2721.4,2829.81
Florida,4,Colombia,3306.03,3123.88,2537.81,2187.07
Florida,5,Germany,1394.67,1619.76,1796.75,1947.97
Florida,6,Chile,1775.43,1837.11,1680.51,1871.74
Florida,7,Dominican Republic,1528.14,1570.77,1702.66,1708.06
Florida,8,Paraguay,1489.95,1582.74,1094.52,1508.67
Florida,9,Peru,1647.22,1715.21,1699.23,1498.8
Florida,10,United Arab Emirates,2211.78,1763.95,1534.36,1487.57
Florida,11,Argentina,1656.91,1247.61,1464.88,1425.16
Florida,12,United Kingdom,1149.67,1468.1,1173.76,1421.48
Florida,13,Panama,1353.31,1356.13,1292.74,1306.5
Florida,14,Costa Rica,1124.91,1150.33,1251.1,1264.86
Florida,15,Switzerland,3417.79,1087.83,1454.87,1243.85
Florida,16,Venezuela,3205.08,2526.4,2014.48,1231.41
Florida,17,Japan,1055.39,1098.78,904.95,1209.68
Florida,18,China,1236.44,1160.24,1114.46,1205.6
Florida,19,Netherlands,904.77,996.57,852.29,962.13
Florida,20,Bahamas,1090.57,1012.09,975.49,937.41
Florida,21,Hong Kong,1304.09,2382.87,713.9,903.31
Florida,22,France,601.81,661.85,751.51,901.83
Florida,23,Guatemala,922.27,904.97,922.08,849.63
Florida,24,"Korea, South",525.73,653.24,728.2,772.61
Florida,25,Honduras,651.39,662.59,710.96,711.68
Georgia,0,World,37578.24,39412.65,38595.25,35644.33
Georgia,0,Top 25,28919.59,30145.76,30324.65,27899.68
Georgia,1,Canada,6336.59,6506.39,6499.23,5856.14
Georgia,2,Mexico,2598.98,3007.48,3472.8,3525.84
Georgia,3,China,3729.13,3083.9,2652.87,2581.24
Georgia,4,Germany,1095.14,1332.85,1482.07,1584.75
Georgia,5,Japan,1483.44,1378.91,1366.64,1411.04
Georgia,6,United Kingdom,1515.54,1641.05,1808.18,1344.53
Georgia,7,Singapore,1320.61,1401.84,1225.76,1294.85
Georgia,8,"Korea, South",806.79,1243.51,846.56,980.68
Georgia,9,Brazil,1172.97,1394.04,1216.89,916.86
Georgia,10,Netherlands,757.89,848.6,810.66,760.96
Georgia,11,Belgium,683.43,783.52,744.24,746.49
Georgia,12,Australia,773.25,858.25,948.34,733.44
Georgia,13,United Arab Emirates,790.88,703.56,743.17,727.87
